branch,commit
5.15,a47e598fbd8617967e49d85c49c22f9fc642704c
5.15,01f4fd27087078c90a0e22860d1dfa2cd0510791
5.15,85c2c79a07302fe68a1ad5cc449458cc559e314d
5.15,6a7ac3d20593865209dceb554d8b3f094c6bd940
5.15,8a9896177784063d01068293caea3f74f6830ff6
5.15,1696ec8654016dad3b1baf6c024303e584400453
5.15,809e4dc71a0f2b8d2836035d98603694fff11d5d
5.15,7e96ec0e6605b69bb21bbf6c0ff9051e656ec2b1
5.15,d14eea09edf427fa36bd446f4a3271f99164202f
5.15,9ee37e53e7687654b487fc94e82569377272a7a8
5.15,0529883ad102f6c04e19fb7018f31e1bda575bbe
5.15,d72c83b1e4b4a36a38269c77a85ff52f95eb0d08
5.15,b3d9305e60d121dac20a77b6847c4cf14a4c0001
5.15,60a36e21915c31c0375d9427be9406aa8ce2ec34
5.15,66e131861ab7bf754b50813216f5c6885cd32d63
5.15,d5ad9aae13dcced333c1a7816ff0a4fbbb052466
5.15,d5712cd22b9cf109fded1b7f178f4c1888c8b84b
5.15,eb3515dc99c7c85f4170b50838136b2a193f8012
5.15,a57c27c7ad85c420b7de44c6ee56692d51709dda
5.15,1b8b1aa90c9c0e825b181b98b8d9e249dc395470
5.15,6dbef74aeb090d6bee7d64ef3fa82ae6fa53f271
5.15,cbe8ded48b939b9d55d2c5589ab56caa7b530709
5.15,4270d2b4845e820b274702bfc2a7140f69e4d19d
5.15,8e21a620c7e6e00347ade1a6ed4967b359eada5a
5.15,3ddaa6a274578e23745b7466346fc2650df8f959
5.15,a6ff6e7a9dd69364547751db0f626a10a6d628d2
5.15,101bd907b4244a726980ee67f95ed9cafab6ff7a
5.15,adb9743d6a08778b78d62d16b4230346d3508986
5.15,a41e19cc0d6b6a445a4133170b90271e4a2553dc
5.15,8a4629055ef55177b5b63dab1ecce676bd8cccdd
5.15,f8654743a0e6909dc634cbfad6db6816f10f3399
5.15,cac7ea57a06016e4914848b707477fb07ee4ae1c
5.15,f38963b9cd0645a336cf30c5da2e89e34e34fec3
5.15,96b020e2163fb2197266b2f71b1007495206e6bb
5.15,07dd476f6116966cb2006e25fdcf48f0715115ff
5.15,1cb9e2ef66d53b020842b18762e30d0eb4384de8
5.15,4eb2eb1b4c0eb07793c240744843498564a67b83
5.15,8cda3ececf07d374774f6a13e5a94bc2dc04c26c
5.15,048c796beb6eb4fa3a5a647ee1c81f5c6f0f6a2a
5.15,d44263222134b5635932974c6177a5cba65a07e8
5.15,46622219aae2b67813fe31a7b8cb7da5baff5c8a
5.15,79ed288cef201f1f212dfb934bcaac75572fb8f6
5.15,5aa4fda5aa9c2a5a7bac67b4a12b089ab81fee3c
5.15,6405b72e8d17bd1875a56ae52d23ec3cd51b9d66
5.15,dbf46008775516f7f25c95b7760041c286299783
5.15,79cd2a11224eab86d6673fe8a11d2046ae9d2757
5.15,e9fbc47b818b964ddff5df5b2d5c0f5f32f4a147
5.15,f58d6fbcb7c848b7f2469be339bc571f2e9d245b
5.15,ba5ca5e5e6a1d55923e88b4a83da452166f5560e
5.15,54097309620ef0dc2d7083783dc521c6a5fef957
5.15,9dbd23e42ff0b10c9b02c9e649c76e5228241a8e
5.15,e7c25c441e9e0fa75b4c83e0b26306b702cfe90d
5.15,42be649dd1f2eee6b1fb185f1a231b9494cf095f
5.15,d025b7bac07a6e90b6b98b487f88854ad9247c39
5.15,d43490d0ab824023e11d0b57d0aeec17a6e0ca13
5.15,095b8303f3835c68ac4a8b6d754ca1c3b6230711
5.15,af023ef335f13c8b579298fc432daeef609a9e60
5.15,77f67119004296a9b2503b377d610e08b08afc2a
5.15,58abdd80b93b09023ca03007b608685c41e3a289
5.15,e4dd0d3a2f64b8bd8029ec70f52bdbebd0644408
5.15,51b813176f098ff61bd2833f627f5319ead098a5
5.15,cee572756aa2cb46e959e9797ad4b730b78a050b
5.15,d42334578eba1390859012ebb91e1e556d51db49
5.15,9bfab6d23a2865966a4f89a96536fbf23f83bc8c
5.15,a7b7d9e8aee4f71b4c7151702fd74237b8cef989
5.15,c611589b4259ed63b9b77be6872b1ce07ec0ac16
5.15,4b430d4ac99750ee2ae2f893f1055c7af1ec3dc5
5.15,d83035433701919ac6db15f7737cbf554c36c1a6
5.15,69513dd669e243928f7450893190915a88f84a2b
5.15,788449ae57f4273111b779bbcaad552b67f517d5
5.15,69f035c480d76f12bf061148ccfd578e1099e5fc
5.15,49d4db3953cb9004ff94efc0c176e026c820af5a
5.15,29eefa6d0d07e185f7bfe9576f91e6dba98189c2
5.15,282069845af388b08d622ad192b831dcd0549c62
5.15,3c4f8333b582487a2d1e02171f1465531cde53e3
5.15,4f3175979e62de3b929bfa54a0db4b87d36257a7
5.15,0872b2c0abc0e84ac82472959c8e14e35277549c
5.15,fff67c1b17ee093947bdcbac6f64d072e644159a
5.15,4caf4cb1eaed469742ef719f2cc024b1ec3fa9e6
5.15,f0362a253606e2031f8d61c74195d4d6556e12a4
5.15,60c5fd2e8f3c42a5abc565ba9876ead1da5ad2b7
5.15,1bd3a76880b2bce017987cf53780b372cf59528e
5.15,c275a176e4b69868576e543409927ae75e3a3288
5.15,a337b64f0d5717248a0c894e2618e658e6a9de9f
5.15,2ef269ef1ac006acf974793d975539244d77b28f
5.15,85989106feb734437e2d598b639991b9185a43a6
5.15,c0f78fd5edcf29b2822ac165f9248a6c165e8554
5.15,6c24849f5515e4966d94fa5279bdff4acf2e9489
5.15,111cd11bbc54850f24191c52ff217da88a5e639b
5.15,ad3a557daf6915296a43ef97a3e9c48e076c9dd8
5.15,d52d3a2bf408ff86f3a79560b5cce80efb340239
5.15,2d8ae8c417db284f598dffb178cc01e7db0f1821
5.15,4f704d9a8352f5c0a8fcdb6213b934630342bd44
5.15,2c66ca3949dc701da7f4c9407f2140ae425683a5
5.15,1f69383b203e28cf8a4ca9570e572da1699f76cd
5.15,5ad1ab30ac0809d2963ddcf39ac34317a24a2f17
5.15,14abdfae508228a7307f7491b5c4215ae70c6542
5.15,cc22522fd55e257c86d340ae9aedc122e705a435
5.15,e7f2e65699e2290fd547ec12a17008764e5d9620
5.15,914d9d831e6126a6e7a92e27fcfaa250671be42c
5.15,0aeae3788e28f64ccb95405d4dc8cd80637ffaea
5.15,d59070d1076ec5114edb67c87658aeb1d691d381
5.15,382d4cd1847517ffcb1800fd462b625db7b2ebea
5.15,987aae75fc1041072941ffb622b45ce2359a99b9
5.15,421d467dc2d483175bad4fb76a31b9e5a3d744cf
5.15,d25ddb7e788d34cf27ff1738d11a87cb4b67d446
5.15,eac27a41ab641de074655d2932fc7f8cdb446881
5.15,d8e42a2b0addf238be8b3b37dcd9795a5c1be459
5.15,c6a953cce8d0438391e6da48c8d0793d3fbfcfa6
5.15,70d91dc9b2ac91327d0eefd86163abc3548effa6
5.15,3b816601e279756e781e6c4d9b3f3bd21a72ac67
5.15,be2fd1560eb57b7298aa3c258ddcca0d53ecdea3
5.15,a50420c79731fc5cf27ad43719c1091e842a2606
5.15,1d0eb6143c1e85d3f9a3f5a616ee7e5dc351d33b
5.15,66fbfb35da47f391bdadf9fa7ceb88af4faa9022
5.15,1cbc11aaa01f80577b67ae02c73ee781112125fd
5.15,bfedba3b2c7793ce127680bc8f70711e05ec7a17
5.15,790071347a0a1a89e618eedcd51c687ea783aeb3
5.15,74b449b98dccdf24288d562f9d207fa066da793d
5.15,4ae68b26c3ab5a82aa271e6e9fc9b1a06e1d6b40
5.15,0f80bfbf4919e32f52fe1312c3900ff4fbb7eeb9
5.15,5e0c325cdb714409a5b242c9e73a1b61157abb36
5.15,a78abde220243d6f44a265fe36c49957f6fa9851
5.15,012e332286e2bb9f6ac77d195f17e74b2963d663
5.15,e22e45fc9e41bf9fcc1e92cfb78eb92786728ef0
5.15,ebb3f994dd92f8fb4d70c7541091216c1e10cb71
5.15,bc7ec91718c49d938849697cfad98fcd9877cc26
5.15,9f3ccdc3f6ef10084ceb3a47df0961bec6196fd0
5.15,142c779d05d1fef75134c3cb63f52ccbc96d9e1f
5.15,cfd0d84ba28c18b531648c9d4a35ecca89ad9901
5.15,3a0152b219523227c2a62a0a122cf99608287176
5.15,43f3b8cbcf93da7c2755af4a543280c31f4adf16
5.15,8c313e3bfd9adae8d5c4ba1cc696dcbc86fbf9bf
5.15,a7aae769ca626819a7f9f078ebdc69a8a1b00c81
5.15,b1e0887379422975f237d43d8839b751a6bcf154
5.15,e4844092581ceec22489b66c42edc88bc6079783
5.15,ee2698cf79cc759a397c61086c758d4cc85938bf
5.15,5e713c6afa34c0fd6f113bf7bb1c2847172d7b20
5.15,b7865173cf6ae59942e2c69326a06e1c1df5ecf6
5.15,67f74302f45d5d862f22ced3297624e50ac352f0
5.15,7175f02c4e5f5a9430113ab9ca0fd0ce98b28a51
5.15,79b69a83705e621b258ac6d8ae6d3bfdb4b930aa
5.15,732bc2ff080c447f8524f40c970c481f5da6eed3
5.15,4bc5e64e6cf37007e436970024e5998ee0935651
5.15,8d84fca4375e3c35dadc16b8c7eee6821b2a575c
5.15,4eb1782eaa9fa1c224ad1fa0d13a9f09c3ab2d80
5.15,18f08e758f34e6dfe0668bee51bd2af7adacf381
5.15,cbe0d8d91415c9692fe88191940d98952b6855d9
5.15,46aa886c483f57ef13cd5ea0a85e70b93eb1d381
5.15,147f04b14adde831eb4a0a1e378667429732f9e8
5.15,a6846234f45801441f0e31a8b37f901ef0abd2df
5.15,f928f8b1a2496e7af95b860f9acf553f20f68f16
5.15,60a0aab7463ee69296692d980b96510ccce3934e
5.15,2abcc4b5a64a65a2d2287ba0be5c2871c1552416
5.15,5f641174a12b8a876a4101201a21ef4675ecc014
5.15,23e60c8daf5ec2ab1b731310761b668745fcf6ed
5.15,7963d4d710112bc457f99bdb56608211e561190e
5.15,87b549efcb0f7934b0916d2a00607a878b6f1e0f
5.15,cdaac8e7e5a059f9b5e816cda257f08d0abffacd
5.15,f83913f8c5b882a312e72b7669762f8a5c9385e4
5.15,78e0ea4277546debf7e96797ac3b768539cc44f6
5.15,3a1d7aff6e65ad6e285e28abe55abbfd484997ee
5.15,dd218433f2b635d97e8fda3eed047151fd528ce4
5.15,9baeea723c0fb9c3ba9a336369f758ed9bc6831d
5.15,2861ed4d6e6d1a2c9de9bf5b0abd996c2dc673d0
5.15,8ece7b754bc34ffd7fcc8269ccb9128e72ca76d8
5.15,d616d3680264beb9a9d2c4fc681064b06f447eeb
5.15,73f7b171b7c09139eb3c6a5677c200dc1be5f318
5.15,1422b526fba994cf05fd288a152106563b875fce
5.15,9ac6678b95b0dd9458a7a6869f46e51cd55a1d84
5.15,36668515d56bf73f06765c71e08c8f7465f1e5c4
5.15,1fa206bb764f37d2ab4bf671e483153ef0659b34
5.15,5fadc941d07530d681f3b7ec91e56d8445bc3825
5.15,4d9488b294e1f8353bbcadc4c7172a7f7490199b
5.15,873854c02364ebb991fc06f7148c14dfb5419e1b
5.15,9011e49d54dcc7653ebb8a1e05b5badb5ecfa9f9
5.15,95e7ebc6823170256a8ce19fad87912805bfa001
5.15,569820befb16ffc755ab7af71f4f08cc5f68f0fe
5.15,d4a5c59a955bba96b273ec1a5885bada24c56979
5.15,0faa29c4207e6e29cfc81b427df60e326c37083a
5.15,0ba5439d9afa2722e7728df56f272c89987540a4
5.15,17d5b135bb720832364e8f55f6a887a3c7ec8fdb
5.15,e4c1cf523d820730a86cae2c6d55924833b6f7ac
5.15,d0ac7a30e41174c794fbfa53ea986d9555e5b9f4
5.15,3d028d5d60d516c536de1ddd3ebf3d55f3f8983b
5.15,4fe4a6374c4db9ae2b849b61e84b58685dca565a
5.15,f6b8436bede3e80226e8b2100279c4450c73806a
5.15,9bf63282ea77a531ea58acb42fb3f40d2d1e4497
5.15,e2cabf2a44791f01c21f8d5189b946926e34142e
5.15,a79a404e6c2241ebc528b9ebf4c0832457b498c3
5.15,07e388aab042774f284a2ad75a70a194517cdad4
5.15,9cc0a598b944816f2968baf2631757f22721b996
5.15,5d53244186c9ac58cb88d76a0958ca55b83a15cd
5.15,e66dd317194daae0475fe9e5577c80aa97f16cb9
5.15,d167aa76dc0683828588c25767da07fb549e4f48
5.15,4490e803e1fe9fab8db5025e44e23b55df54078b
5.15,e28b02118b94e42be3355458a2406c6861e2dd32
5.15,b8bd342d50cbf606666488488f9fea374aceb2d5
5.15,7274eef5729037300f29d14edeb334a47a098f65
5.15,8566572bf3b4d6e416a4bf2110dbb4817d11ba59
5.15,8a1f00b753ecfdb117dc1a07e68c46d80e7923ea
5.15,92382d744176f230101d54f5c017bccd62770f01
5.15,68228da51c9a436872a4ef4b5a7692e29f7e5bc7
5.15,590a809ff743e7bd890ba5fb36bc38e20a36de53
5.15,373ac521799d9e97061515aca6ec6621789036bb
5.15,c6ec8c83a29fb3aec3efa6fabbf5344498f57c7f
5.15,42f51fb24fd39cc547c086ab3d8a314cc603a91c
5.15,314ded538e5f22e7610b1bf621402024a180ec80
5.15,cabce92dd805945a090dc6fc73b001bb35ed083a
5.15,96562c45af5c31b89a197af28f79bfa838fb8391
5.15,88975a55969e11f26fe3846bf4fbf8e7dc8cbbd4
5.15,e2349da0fa7ca822cda72f427345b95795358fe7
5.15,97112c83f4671a4a722f99a53be4e91fac4091bc
5.15,8d207400fd6b79c92aeb2f33bb79f62dff904ea2
5.15,1583694bb4eaf186f17131dbc1b83d6057d2749b
5.15,72d00e560d10665e6139c9431956a87ded6e9880
5.15,172044e30b00977784269e8ab72132a48293c654
5.15,d5301c90716a8e20bc961a348182daca00c8e8f0
5.15,358ad816e52d4253b38c2f312e6b1cbd89e0dbf7
5.15,4db89524b084f712a887256391fc19d9f66c8e55
5.15,efb78fa86e95832b78ca0ba60f3706788a818938
5.15,a9f71a033587c9074059132d34c74eabbe95ef26
5.15,4cfe75f0f14f044dae66ad0e6eea812d038465d9
5.15,c948ff727e25297f3a703eb5349dd66aabf004e4
5.15,f90a0e5265b60cdd3c77990e8105f79aa2fac994
5.15,e370b64c7db96384a0886a09a9d80406e4c663d7
5.15,0ba0b018f94525a6b32f5930f980ce9b62b72e6f
5.15,b496953dd0444001b12f425ea07d78c1f47e3193
5.15,6d0b65569c0a10b27c49bacd8d25bcd406003533
5.15,e9105c4b7a9208a21a9bda133707624f12ddabc2
5.15,5d3148d8e8b05f084e607ac3bd55a4c317a9f934
5.15,39d22740712c7563a2e18c08f033deeacdaf66e7
5.15,8ebaa45163a3fedc885c1dc7d43ea987a2f00a06
5.15,5b51f35d127e7bef55fa869d2465e2bca4636454
5.15,da7c21b72aa86e990af5f73bce6590b8d8d148d0
5.15,009e7fe4a1ed52276b332842a6b6e23b07200f2d
5.15,6dfe4344c168c6ca20fe7640649aacfcefcccb26
5.15,a8ec192427e0516436e61f9ca9eb49c54eadfe0a
5.15,efa74a62aaa2429c04fe6cb277b3bf6739747d86
5.15,a5e2151ff9d5852d0ababbbcaeebd9646af9c8d9
5.15,23970a1c9475b305770fd37bebfec7a10f263787
5.15,187916e6ed9d0c3b3abc27429f7a5f8c936bd1f0
5.15,b4d129640f194ffc4cc64c3e97f98ae944c072e8
5.15,3d07fa1dd19035eb0b13ae6697efd5caa9033e74
5.15,6f7f984fa85b305799076a1bcec941b9377587de
5.15,3d7d72a34e05b23e21bafc8bfb861e73c86b31f3
5.15,59cf445754566984fd55af19ba7146c76e6627bc
5.15,ff33299ec8bb80cdcc073ad9c506bd79bb2ed20b
5.15,de28e469da75359a2bb8cd8778b78aa64b1be1f4
5.15,85d07c55621676d47d873d2749b88f783cd4d5a1
5.15,f23643306430f86e2f413ee2b986e0773e79da31
5.15,c97cd0b4b54eb42aed7f6c3c295a2d137f6d2416
5.15,e520d0b6be950ce3738cf4b9bd3b392be818f1dc
5.15,d9c83f71eeceed2cb54bb78be84f2d4055fd9a1f
5.15,ea5717cb13468323a7c3dd394748301802991f39
5.15,5cd474e57368f0957c343bb21e309cf82826b1ef
5.15,fe8c3623ab06603eb760444a032d426542212021
5.15,74f45de394d979cc7770271f92fafa53e1ed3119
5.15,919dc320956ea353a7fb2d84265195ad5ef525ac
5.15,a4f39c9f14a634e4cd35fcd338c239d11fcc73fc
5.15,ef5b52a631f8c18353e80ccab8408b963305510c
5.15,977ad86c2a1bcaf58f01ab98df5cc145083c489c
5.15,7c53e847ff5e97f033fdd31f71949807633d506b
5.15,9f5ba4b3e1b3c123eeca5d2d09161e8720048b5c
5.15,ccf61486fe1e1a48e18c638d1813cda77b3c0737
5.15,5260bd6d36c83c5b269c33baaaf8c78e520908b0
5.15,5a7693e6bbf19b22fd6c1d2c4b7beb0a03969e2c
5.15,cc79bd2738c2d40aba58b2be6ce47dc0e471df0e
5.15,f195a1a6fe416882984f8bd6c61afc1383171860
5.15,4ca10f3e31745d35249a727ecd108eb58f0a8c5e
5.15,641671d97b9199f1ba35ccc2222d4b189a6a5de5
5.15,d74e481609808330b4625b3691cf01e1f56e255e
5.15,86495af1171e1feec79faa9b64c05c89f46e41d1
5.15,8bd795fedb8450ecbef18eeadbd23ed8fc7630f5
5.15,6e13d6528be2f7e801af63c8153b87293f25d736
5.15,687eb3c42f4ad81e7c947c50e2d865f692064291
5.15,1ca8819320fd84e7d95b04e7668efc5f9fe9fa5c
5.15,992bdddaabfba19bdc77c1c7a4977b2aa41ec891
5.15,7b91d017f77c1bda56f27c2f4bbb70de7c6eca08
5.15,847fb80cc01a54bc827b02547bb8743bdb59ddab
5.15,6cf1a126de2992b4efe1c3c4d398f8de4aed6e3f
5.15,cdb50033dd6dfcf02ae3d4ee56bc1a9555be6d36
5.15,607bcc4213d998d051541d8f10b5bbb7d546c0be
5.15,0818e739b5c061b0251c30152380600fb9b84c0c
5.15,f669b8a683e4ee26fa5cafe19d71cec1786b556a
5.15,53e9e33ede37a247d926db5e4a9e56b55204e66c
5.15,c83ad36a18c02c0f51280b50272327807916987f
5.15,358040e3807754944dbddf948a23c6d914297ed7
5.15,5693d077595de721f9ddbf9d37f40e5409707dfe
5.15,bb5ed01cd2428cd25b1c88a3a9cba87055eb289f
5.15,2ea35288c83b3d501a88bc17f2df8f176b5cc96f
5.15,e99476497687ef9e850748fe6d232264f30bc8f9
5.15,69c5d284f67089b4750d28ff6ac6f52ec224b330
5.15,050d91c03b28ca479df13dfb02bcd2c60dd6a878
5.15,c3b704d4a4a265660e665df51b129e8425216ed1
5.15,d3287e4038ca4f81e02067ab72d087af7224c68b
5.15,19fd80de0a8b5170ef34704c8984cca920dffa59
5.15,1e0d4adf17e7ef03281d7b16555e7c1508c8ed2d
5.15,0bdf399342c5acbd817c9098b6c7ed21f1974312
5.15,387d828adffcf1eb949f3141079c479793c59aac
5.15,5b11d1a360ea23c80c6d4ec3f5986a788d0a0995
5.15,13619170303878e1dae86d9a58b039475c957fcf
5.15,57a943ebfcdb4a97fbb409640234bdb44bfa1953
5.15,265b4da82dbf5df04bee5a5d46b7474b1aaf326a
5.15,35588314e963938dfdcdb792c9170108399377d6
5.15,ef064187a9709393a981a56cce1e31880fd97107
5.15,7fda67e8c3ab6069f75888f67958a6d30454a9f6
5.15,c91774818b041ed290df29fb1dc0725be9b12e83
5.15,0b0747d507bffb827e40fc0f9fb5883fffc23477
5.15,24e0e61db3cb86a66824531989f1df80e0939f26
5.15,fee465150b458351b6d9b9f66084f3cc3022b88b
5.15,51aab5ffceb43e05119eb059048fd75765d2bc21
5.15,fdd2630a7398191e84822612e589062063bd4f3d
5.15,7e2cfbd2d3c86afcd5c26b5c4b1dd251f63c5838
5.15,9b37febc578b2e1ad76a105aab11d00af5ec3d27
5.15,7d660c9b2bc95107f90a9f4c4759be85309a6550
5.15,ee34a82e890a7babb5585daf1a6dd7d4d1cf142a
5.15,e110f8911ddb93e6f55da14ccbbe705397b30d0b
5.15,724768a39374d35b70eaeae8dd87048a2ec7ae8e
5.15,ab048302026d7701e7fbd718917e0dbcff0c4223
5.15,5d1f903f75a80daa4dfb3d84e114ec8ecbf29956
5.15,08713cb006b6f07434f276c5ee214fb20c7fd965
5.15,099f0af9d98231bb74956ce92508e87cbcb896be
5.15,7c3151585730b7095287be8162b846d31e6eee61
5.15,753a4d531bc518633ea88ac0ed02b25a16823d51
5.15,75e2bd5f1ede42a2bc88aa34b431e1ace8e0bea0
5.15,84d76529c650f887f1e18caee72d6f0589e1baf9
5.15,3b8e0af4a7a331d1510e963b8fd77e2fca0a77f1
5.15,e0b65f9b81fef180cf5f103adecbe5505c961153
5.15,c0bb9fb0e52a64601d38b3739b729d9138d4c8a1
5.15,8f908db77782630c45ba29dac35c434b5ce0b730
5.15,58bfe2ccec5f9f137b41dd38f335290dcc13cd5c
5.15,1e0cb399c7653462d9dadf8ab9425337c355d358
5.15,578d7699e5c2add8c2e9549d9d75dfb56c460cb3
5.15,a275ab62606bcd894ddff09460f7d253828313dc
5.15,a52d4f657568d6458e873f74a9602e022afe666f
5.15,fc09027786c900368de98d03d40af058bcb01ad9
5.15,cff9b2332ab762b7e0586c793c431a8f2ea4db04
5.15,3914784553f68c931fc666dbe7e86fe881aada38
5.15,3ef600923521616ebe192c893468ad0424de2afb
5.15,057a28ef93bdbe84326d34cdb5543afdaab49fe1
5.15,7ee29facd8a9c5a26079148e36bcf07141b3a6bc
5.15,cce7fc8b29961b64fadb1ce398dc5ff32a79643b
5.15,29346e217b8ab8a52889b88f00b268278d6b7668
5.15,0e4cac557531a4c93de108d9ff11329fcad482ff
5.15,a5ef7d68cea1344cf524f04981c2b3f80bedbb0d
5.15,d5afb4b47e13161b3f33904d45110f9e6463bad6
5.15,ef9b7bf52c2f47f0a9bf988543c577b92c92d15e
5.15,1ae3e78c08209ac657c59f6f7ea21bbbd7f6a1d4
5.15,f2aa197e4794bf4c2c0c9570684f86e6fa103e8b
5.15,dc6e0818bc9a0336d9accf3ea35d146d72aa7a18
5.15,cf5000a7787cbc10341091d37245a42c119d26c5
5.15,b079155faae94e9b3ab9337e82100a914ebb4e8d
5.15,6d365eabce3c018a80f6e0379b17df2abb17405e
5.15,4a9e12ea7e70223555ec010bec9f711089ce96f6
5.15,96b33300fba880ec0eafcf3d82486f3463b4b6da
5.15,2ee52ae94baabf7ee09cf2a8d854b990dac5d0e4
5.15,8e51830e29e12670b4c10df070a4ea4c9593e961
5.15,8357bc946a2abc2a10ca40e5a2105d2b4c57515e
5.15,720344340fb9be2765bbaab7b292ece0a4570eae
5.15,02c6c24402bf1c1e986899c14ba22a10b510916b
5.15,6a33d8b73dfac0a41f3877894b38082bd0c9a5bc
5.15,7845914f45f066497ac75b30c50dbc735e84e884
5.15,a2dd0233cbc4d8a0abb5f64487487ffc9265beb5
5.15,f6c383b8c31a93752a52697f8430a71dcbc46adf
5.15,5f68718b34a531a556f2f50300ead2862278da26
5.15,24138933b97b055d486e8064b4a1721702442a9b
5.15,87797fad6cce28ec9be3c13f031776ff4f104cfc
5.15,914988e099fc658436fbd7b8f240160c352b6552
5.15,c69813471a1ec081a0b9bf0c6bd7e8afd818afce
5.15,dab994bcc609a172bfdab15a0d4cb7e50e8b5458
5.15,53a3f777049771496f791504e7dc8ef017cba590
5.15,c489800e0d48097fc6afebd862c6afa039110a36
5.15,18126c767658ae8a831257c6cb7776c5ba5e7249
5.15,e0fe97efdb00f0f32b038a4836406a82886aec9c
5.15,f0575116507b981e6a810e78ce3c9040395b958b
5.15,f9315f17bf778cb8079a29639419fcc8a41a3c84
5.15,d7f393430a17c2bfcdf805462a5aa80be4285b27
5.15,55e95bfccf6db8d26a66c46e1de50d53c59a6774
5.15,c38d23a54445f9a8aa6831fafc9af0496ba02f9e
5.15,9850ccd5dd88075b2b7fd28d96299d5535f58cc5
5.15,a654a69b9f9c06b2e56387d0b99f0e3e6b0ff4ef
5.15,134b8c5d8674e7cde380f82e9aedfd46dcdd16f7
5.15,86a7e0b69bd5b812e48a20c66c2161744f3caa16
5.15,26297b4ce1ce4ea40bc9a48ec99f45da3f64d2e2
5.15,eec679e4ac5f47507774956fb3479c206e761af7
5.15,eea03d18af9c44235865a4bc9bec4d780ef6cf21
5.15,7aed44babc7f97e82b38e9a68515e699692cc100
5.15,b481f644d9174670b385c3a699617052cd2a79d3
5.15,72d00e560d10665e6139c9431956a87ded6e9880
5.15,d36a9ea5e7766961e753ee38d4c331bbe6ef659b
5.15,0b207d02bd9ab8dcc31b262ca9f60dbc1822500d
5.15,c10311776f0a8ddea2276df96e255625b07045a8
5.15,510a7330c82a7754d5df0117a8589e8a539067c7
5.15,0b035401c57021fc6c300272cbb1c5a889d4fe45
5.15,36ffca1afea9b429d3e49aa0b6a68ecd93f3be11
5.15,f74a7afc224acd5e922c7a2e52244d891bbe44ee
5.15,cff9b2332ab762b7e0586c793c431a8f2ea4db04
5.15,223d3a0d30b6e9f979f5642e430e1753d3e29f89
5.15,124c49b1b5d947b7180c5d6cbb09ddf76ea45ea2
5.15,0c5f416219da3795dc8b33e5bb7865a6b3c4e55c
5.15,25eeac0cfe7c97ade1be07340e11e7143aab57a6
5.15,b4453cc8a7ebbd45436a8cd3ffeaa069ceac146f
5.15,f5962add74b61f8ae31c6311f75ca35d7e1d2d8f
5.15,dbfbd87efa79575491af0ba1a87bf567eaea6cae
5.15,bff8f413c71ffc3cb679dbd9a5632b33af563f9f
5.15,61d64a376ea80f9097e7ea599bcd68671b836dc6
5.15,b3a0c010e900a9f89dcd99f10bd8f7538d21b0a9
5.15,830a2a4d853f2c4a1e4606aa03341b7f273b0e9b
5.15,a1fafa3b24a70461bbf3e5c0770893feb0a49292
5.15,0f2cb928a1547ae8f89e80a4b8df2c6c02ae5f96
5.15,18906ff9af6517c20763ed63dab602a4150794f7
5.15,b502c87d2a26c349acbc231ff2acd6f17147926b
5.15,d35652a5fc9944784f6f50a5c979518ff8dacf61
5.15,34f08eb0ba6e4869bbfb682bf3d7d0494ffd2f87
5.15,427694cfaafa565a3db5c5ea71df6bc095dca92f
5.15,3061b6491f491197a35e14e49f805d661b02acd4
5.15,df8fdd01c98b99d04915c04f3a5ce73f55456b7c
5.15,c153a4edff6ab01370fcac8e46f9c89cca1060c2
5.15,1ca0b605150501b7dc59f3016271da4eb3e96fce
5.15,f4384b3e54ea813868bb81a861bf5b2406e15d8f
5.15,423622a90abb243944d1517b9f57db53729e45c4
5.15,80f39e1c27ba9e5a1ea7e68e21c569c9d8e46062
5.15,a65cd7ef5a864bdbbe037267c327786b7759d4c6
5.15,e2cb5cc822b6c9ee72c56ce1d81671b22c05406a
5.15,5c15c60e7be615f05a45cd905093a54b11f461bc
5.15,07bb00ef00ace88dd6f695fadbba76565756e55c
5.15,15c0a870dc44ed14e01efbdd319d232234ee639f
5.15,7563cf17dce0a875ba3d872acdc63a78ea344019
5.15,a9fdf5f933a6f2b358fad0194b1287b67f6704b1
5.15,582620d9f6b352552bc9a3316fe2b1c3acd8742d
5.15,0f28ada1fbf0054557cddcdb93ad17f767105208
5.15,f454b18e07f518bcd0c05af17a2239138bff52de
5.15,c1ed72171ed580fbf159e703b77685aa4b0d0df5
5.15,23645bca98304a2772f0de96f97370dd567d0ae6
5.15,ff89f064dca38e2203790bf876cc7756b8ab2961
5.15,fd39d9668f2ce9f4b05ad55e8c8d80c098073e0b
5.15,901a293fd96fb9bab843ba4cc7be3094a5aa7c94
5.15,85dfb43bf69281adb1f345dfd9a39faf2e5a718d
5.15,6658a62e1ddf726483cb2d8bf45ea3f9bd533074
5.15,33d7e37232155aadebe4145dcc592f00dabd7a2b
5.15,9f35d612da5592f1bf1cae44ec1e023df37bea12
5.15,8bea147dfdf823eaa8d3baeccc7aeb041b41944b
5.15,8f8abb863fa5a4cc18955c6a0e17af0ded3e4a76
5.15,41a43013d2366db5b88b42bbcd8e8f040b6ccf21
5.15,a808925075fb750804a60ff0710614466c396db4
5.15,81337b9a72dc58a5fa0ae8a042e8cb59f9bdec4a
