branch,minor,date
5.4,148,2021-09-22 12:26:46+02:00
5.4,149,2021-09-26 14:07:14+02:00
5.4,15,2020-01-26 10:01:09+01:00
5.4,150,2021-09-30 10:09:26+02:00
5.4,151,2021-10-06 15:42:39+02:00
5.4,152,2021-10-09 14:39:50+02:00
5.4,153,2021-10-13 10:08:21+02:00
5.4,154,2021-10-17 10:42:35+02:00
5.4,155,2021-10-20 11:40:18+02:00
5.4,156,2021-10-27 09:54:30+02:00
5.4,157,2021-11-02 19:46:16+01:00
5.4,158,2021-11-06 13:59:45+01:00
5.4,159,2021-11-12 14:43:05+01:00
5.4,16,2020-01-29 16:45:34+01:00
5.4,160,2021-11-17 09:48:51+01:00
5.4,161,2021-11-21 13:38:51+01:00
5.4,162,2021-11-26 10:47:23+01:00
5.4,163,2021-12-01 09:23:36+01:00
5.4,164,2021-12-08 09:01:15+01:00
5.4,165,2021-12-14 14:49:06+01:00
5.4,166,2021-12-16 16:41:34+01:00
5.4,167,2021-12-17 10:12:25+01:00
5.4,168,2021-12-22 09:29:41+01:00
5.4,169,2021-12-29 12:23:38+01:00
5.4,17,2020-02-01 09:34:53+00:00
5.4,170,2022-01-05 12:37:46+01:00
5.4,171,2022-01-11 15:23:33+01:00
5.4,172,2022-01-16 09:15:39+01:00
5.4,173,2022-01-20 09:19:19+01:00
5.4,174,2022-01-27 09:19:56+01:00
5.4,175,2022-01-29 10:25:11+01:00
5.4,176,2022-02-01 17:24:40+01:00
5.4,177,2022-02-05 12:35:37+01:00
5.4,178,2022-02-08 18:24:35+01:00
5.4,179,2022-02-11 09:07:52+01:00
5.4,18,2020-02-05 21:22:53+00:00
5.4,180,2022-02-16 12:52:54+01:00
5.4,181,2022-02-23 12:00:01+01:00
5.4,182,2022-03-02 11:41:18+01:00
5.4,183,2022-03-08 19:07:51+01:00
5.4,184,2022-03-11 11:22:39+01:00
5.4,185,2022-03-16 13:21:49+01:00
5.4,186,2022-03-19 13:40:17+01:00
5.4,187,2022-03-23 09:12:08+01:00
5.4,188,2022-03-28 08:46:49+02:00
5.4,189,2022-04-15 14:18:42+02:00
5.4,19,2020-02-11 04:35:55-08:00
5.4,190,2022-04-20 09:19:40+02:00
5.4,191,2022-04-27 13:50:51+02:00
5.4,192,2022-05-09 09:03:28+02:00
5.4,193,2022-05-12 12:23:51+02:00
5.4,194,2022-05-15 19:54:48+02:00
5.4,195,2022-05-18 09:47:28+02:00
5.4,196,2022-05-25 09:14:39+02:00
5.4,197,2022-06-06 08:33:51+02:00
5.4,198,2022-06-14 18:12:03+02:00
5.4,199,2022-06-16 13:23:32+02:00
5.4,2,2019-12-04 22:31:09+01:00
5.4,20,2020-02-14 16:34:20-05:00
5.4,200,2022-06-22 14:11:24+02:00
5.4,201,2022-06-25 12:44:36+02:00
5.4,202,2022-06-29 08:58:50+02:00
5.4,203,2022-07-02 16:28:53+02:00
5.4,204,2022-07-07 17:36:53+02:00
5.4,205,2022-07-12 16:30:50+02:00
5.4,206,2022-07-15 10:14:53+02:00
5.4,207,2022-07-21 20:59:29+02:00
5.4,208,2022-07-29 17:14:20+02:00
5.4,209,2022-08-03 11:59:42+02:00
5.4,21,2020-02-19 19:53:10+01:00
5.4,210,2022-08-11 12:57:53+02:00
5.4,211,2022-08-25 11:18:40+02:00
5.4,212,2022-09-05 10:27:48+02:00
5.4,213,2022-09-15 12:04:56+02:00
5.4,214,2022-09-20 12:28:00+02:00
5.4,215,2022-09-28 11:04:12+02:00
5.4,216,2022-10-05 10:37:45+02:00
5.4,217,2022-10-07 09:16:57+02:00
5.4,218,2022-10-15 07:54:41+02:00
5.4,219,2022-10-17 17:24:32+02:00
5.4,22,2020-02-24 08:37:04+01:00
5.4,220,2022-10-26 13:23:01+02:00
5.4,221,2022-10-29 10:20:36+02:00
5.4,222,2022-11-01 19:06:42+01:00
5.4,223,2022-11-03 23:56:57+09:00
5.4,224,2022-11-10 17:57:58+01:00
5.4,225,2022-11-25 17:42:22+01:00
5.4,226,2022-12-08 11:23:06+01:00
5.4,227,2022-12-14 11:30:48+01:00
5.4,228,2022-12-19 12:24:17+01:00
5.4,229,2023-01-18 11:42:07+01:00
5.4,23,2020-02-28 17:22:29+01:00
5.4,230,2023-01-24 07:18:01+01:00
5.4,231,2023-02-06 07:52:51+01:00
5.4,232,2023-02-22 12:50:42+01:00
5.4,233,2023-02-25 11:53:27+01:00
5.4,234,2023-03-03 11:41:49+01:00
5.4,235,2023-03-11 16:44:17+01:00
5.4,236,2023-03-13 10:18:25+01:00
5.4,237,2023-03-17 08:32:54+01:00
5.4,238,2023-03-22 13:28:10+01:00
5.4,239,2023-03-30 15:04:27+02:00
5.4,24,2020-03-05 16:43:52+01:00
5.4,240,2023-04-05 11:16:46+02:00
5.4,241,2023-04-20 12:07:38+02:00
5.4,242,2023-04-26 11:24:06+02:00
5.4,243,2023-05-17 11:36:05+02:00
5.4,244,2023-05-30 12:44:11+01:00
5.4,245,2023-06-05 08:17:33+02:00
5.4,246,2023-06-09 10:29:04+02:00
5.4,247,2023-06-14 11:00:00+02:00
5.4,248,2023-06-21 15:44:12+02:00
5.4,249,2023-06-28 10:18:42+02:00
5.4,25,2020-03-12 13:00:32+01:00
5.4,250,2023-07-24 19:10:53+02:00
5.4,251,2023-07-27 08:37:45+02:00
5.4,252,2023-08-08 19:56:37+02:00
5.4,253,2023-08-11 11:54:02+02:00
5.4,254,2023-08-16 18:19:25+02:00
5.4,255,2023-08-30 16:27:28+02:00
5.4,256,2023-09-02 09:19:19+02:00
5.4,257,2023-09-23 11:00:07+02:00
5.4,258,2023-10-10 21:46:46+02:00
5.4,259,2023-10-25 11:53:25+02:00
5.4,26,2020-03-18 07:17:59+01:00
5.4,260,2023-11-08 11:23:43+01:00
5.4,261,2023-11-20 10:30:17+01:00
5.4,262,2023-11-28 16:50:24+00:00
5.4,263,2023-12-08 08:44:28+01:00
5.4,264,2023-12-13 18:18:18+01:00
5.4,265,2023-12-20 15:41:26+01:00
5.4,266,2024-01-08 11:29:48+01:00
5.4,267,2024-01-15 18:25:30+01:00
5.4,268,2024-01-25 14:34:33-08:00
5.4,269,2024-02-23 08:25:15+01:00
5.4,27,2020-03-21 08:12:00+01:00
5.4,270,2024-03-01 13:13:38+01:00
5.4,271,2024-03-06 14:36:10+00:00
5.4,272,2024-03-13 07:43:53-04:00
5.4,273,2024-03-24 14:39:14-04:00
5.4,274,2024-04-13 12:51:41+02:00
5.4,275,2024-05-02 16:18:37+02:00
5.4,276,2024-05-17 11:43:56+02:00
5.4,277,2024-05-25 16:17:18+02:00
5.4,278,2024-06-16 13:28:53+02:00
5.4,279,2024-07-05 09:08:32+02:00
5.4,28,2020-03-25 08:26:00+01:00
5.4,280,2024-07-18 11:40:56+02:00
5.4,281,2024-07-27 10:38:33+02:00
5.4,282,2024-08-19 05:33:54+02:00
5.4,29,2020-04-01 11:02:18+02:00
5.4,3,2019-12-13 08:43:32+01:00
5.4,30,2020-04-02 15:11:03+02:00
5.4,31,2020-04-08 09:08:47+02:00
5.4,32,2020-04-13 10:48:18+02:00
5.4,33,2020-04-17 10:50:26+02:00
5.4,34,2020-04-21 09:05:05+02:00
5.4,35,2020-04-23 10:36:46+02:00
5.4,36,2020-04-29 16:33:25+02:00
5.4,37,2020-05-02 08:49:02+02:00
5.4,38,2020-05-02 17:26:50+02:00
5.4,39,2020-05-06 08:15:17+02:00
5.4,4,2019-12-17 19:56:55+01:00
5.4,40,2020-05-10 10:31:34+02:00
5.4,41,2020-05-14 07:58:30+02:00
5.4,42,2020-05-20 08:20:41+02:00
5.4,43,2020-05-27 17:46:53+02:00
5.4,44,2020-06-03 08:21:39+02:00
5.4,45,2020-06-07 13:18:52+02:00
5.4,46,2020-06-10 20:24:58+02:00
5.4,47,2020-06-17 16:40:38+02:00
5.4,48,2020-06-22 09:31:27+02:00
5.4,49,2020-06-24 17:50:53+02:00
5.4,5,2019-12-18 16:09:17+01:00
5.4,50,2020-06-30 16:21:55-04:00
5.4,51,2020-07-09 09:37:57+02:00
5.4,52,2020-07-16 08:16:48+02:00
5.4,53,2020-07-22 09:33:18+02:00
5.4,54,2020-07-29 10:18:46+02:00
5.4,55,2020-07-31 18:39:32+02:00
5.4,56,2020-08-05 09:59:52+02:00
5.4,57,2020-08-07 09:34:02+02:00
5.4,58,2020-08-11 15:33:42+02:00
5.4,59,2020-08-19 08:16:29+02:00
5.4,6,2019-12-21 11:05:23+01:00
5.4,60,2020-08-21 13:05:39+02:00
5.4,61,2020-08-26 10:41:08+02:00
5.4,62,2020-09-03 11:27:11+02:00
5.4,63,2020-09-05 11:22:51+02:00
5.4,64,2020-09-09 19:12:37+02:00
5.4,65,2020-09-12 14:18:56+02:00
5.4,66,2020-09-17 13:47:56+02:00
5.4,67,2020-09-23 12:40:47+02:00
5.4,68,2020-09-26 18:03:16+02:00
5.4,69,2020-10-01 13:18:26+02:00
5.4,7,2019-12-31 16:46:36+01:00
5.4,70,2020-10-07 08:01:31+02:00
5.4,71,2020-10-14 10:33:07+02:00
5.4,72,2020-10-17 10:11:24+02:00
5.4,73,2020-10-29 09:58:11+01:00
5.4,74,2020-11-01 12:01:07+01:00
5.4,75,2020-11-05 11:43:38+01:00
5.4,76,2020-11-10 12:37:34+01:00
5.4,77,2020-11-10 21:13:20+01:00
5.4,78,2020-11-18 19:20:34+01:00
5.4,79,2020-11-22 10:14:12+01:00
5.4,8,2020-01-04 19:19:19+01:00
5.4,80,2020-11-24 13:29:24+01:00
5.4,81,2020-12-02 08:49:57+01:00
5.4,82,2020-12-08 10:40:28+01:00
5.4,83,2020-12-11 13:23:33+01:00
5.4,84,2020-12-16 10:56:59+01:00
5.4,85,2020-12-21 13:27:07+01:00
5.4,86,2020-12-30 11:51:48+01:00
5.4,87,2021-01-06 14:48:41+01:00
5.4,88,2021-01-09 13:44:55+01:00
5.4,89,2021-01-12 20:16:25+01:00
5.4,9,2020-01-09 10:20:08+01:00
5.4,90,2021-01-17 14:05:38+01:00
5.4,91,2021-01-19 18:26:19+01:00
5.4,92,2021-01-23 15:58:01+01:00
5.4,93,2021-01-27 11:47:55+01:00
5.4,94,2021-01-30 13:54:11+01:00
5.4,95,2021-02-03 23:26:02+01:00
5.4,96,2021-02-07 15:35:50+01:00
5.4,97,2021-02-10 09:25:33+01:00
5.4,98,2021-02-13 13:52:58+01:00
5.4,99,2021-02-17 10:35:20+01:00
4.19,0,2018-10-22 07:37:37+01:00
4.19,1,2018-11-04 14:50:54+01:00
4.19,10,2018-12-17 09:24:42+01:00
4.19,100,2020-01-29 16:43:27+01:00
4.19,101,2020-02-01 09:37:12+00:00
4.19,102,2020-02-05 14:43:55+00:00
4.19,103,2020-02-11 04:34:19-08:00
4.19,104,2020-02-14 16:33:28-05:00
4.19,105,2020-02-19 19:51:59+01:00
4.19,106,2020-02-24 08:34:54+01:00
4.19,107,2020-02-28 16:39:01+01:00
4.19,108,2020-03-05 16:42:23+01:00
4.19,109,2020-03-11 14:15:13+01:00
4.19,11,2018-12-19 19:19:54+01:00
4.19,110,2020-03-16 09:52:03+01:00
4.19,111,2020-03-18 07:14:26+01:00
4.19,112,2020-03-20 11:56:00+01:00
4.19,113,2020-03-25 08:06:15+01:00
4.19,114,2020-04-02 15:28:25+02:00
4.19,115,2020-04-13 10:45:17+02:00
4.19,116,2020-04-17 10:48:55+02:00
4.19,117,2020-04-21 09:03:13+02:00
4.19,118,2020-04-23 10:30:24+02:00
4.19,119,2020-04-29 16:31:35+02:00
4.19,12,2018-12-21 14:15:25+01:00
4.19,120,2020-05-02 17:26:01+02:00
4.19,121,2020-05-06 08:13:35+02:00
4.19,122,2020-05-10 10:30:13+02:00
4.19,123,2020-05-14 07:57:23+02:00
4.19,124,2020-05-20 08:18:54+02:00
4.19,125,2020-05-27 17:37:46+02:00
4.19,126,2020-06-03 08:19:49+02:00
4.19,127,2020-06-07 13:17:57+02:00
4.19,128,2020-06-10 21:35:02+02:00
4.19,129,2020-06-22 09:05:30+02:00
4.19,13,2018-12-29 13:37:59+01:00
4.19,130,2020-06-25 15:33:11+02:00
4.19,131,2020-06-30 23:20:17-04:00
4.19,132,2020-07-09 09:37:13+02:00
4.19,133,2020-07-16 08:17:28+02:00
4.19,134,2020-07-22 09:32:14+02:00
4.19,135,2020-07-29 10:16:59+02:00
4.19,136,2020-07-31 18:37:49+02:00
4.19,137,2020-08-05 10:06:06+02:00
4.19,138,2020-08-07 09:36:21+02:00
4.19,139,2020-08-11 15:32:36+02:00
4.19,14,2019-01-09 17:38:50+01:00
4.19,140,2020-08-19 08:15:08+02:00
4.19,141,2020-08-21 11:05:39+02:00
4.19,142,2020-08-26 10:31:07+02:00
4.19,143,2020-09-03 11:24:31+02:00
4.19,144,2020-09-09 19:04:32+02:00
4.19,145,2020-09-12 13:40:23+02:00
4.19,146,2020-09-17 13:45:31+02:00
4.19,147,2020-09-23 12:11:02+02:00
4.19,148,2020-09-26 18:01:33+02:00
4.19,149,2020-10-01 13:14:54+02:00
4.19,15,2019-01-13 09:51:11+01:00
4.19,150,2020-10-07 08:00:09+02:00
4.19,151,2020-10-14 10:31:27+02:00
4.19,152,2020-10-17 10:12:58+02:00
4.19,153,2020-10-29 09:55:18+01:00
4.19,154,2020-10-30 10:38:33+01:00
4.19,155,2020-11-05 11:08:56+01:00
4.19,156,2020-11-10 12:36:02+01:00
4.19,157,2020-11-10 21:11:27+01:00
4.19,158,2020-11-18 19:18:53+01:00
4.19,159,2020-11-22 10:02:27+01:00
4.19,16,2019-01-16 22:04:38+01:00
4.19,160,2020-11-24 13:27:27+01:00
4.19,161,2020-12-02 08:48:14+01:00
4.19,162,2020-12-08 10:18:55+01:00
4.19,163,2020-12-11 13:25:04+01:00
4.19,164,2020-12-30 11:26:18+01:00
4.19,165,2021-01-06 14:45:02+01:00
4.19,166,2021-01-09 13:43:48+01:00
4.19,167,2021-01-12 20:10:25+01:00
4.19,168,2021-01-17 14:04:23+01:00
4.19,169,2021-01-19 18:22:39+01:00
4.19,17,2019-01-22 21:40:38+01:00
4.19,170,2021-01-23 15:49:57+01:00
4.19,171,2021-01-27 11:05:44+01:00
4.19,172,2021-01-30 13:32:13+01:00
4.19,173,2021-02-03 23:23:27+01:00
4.19,174,2021-02-07 14:48:38+01:00
4.19,175,2021-02-10 09:21:09+01:00
4.19,176,2021-02-13 13:51:16+01:00
4.19,177,2021-02-23 15:01:00+01:00
4.19,178,2021-03-04 09:40:00+01:00
4.19,179,2021-03-07 12:19:02+01:00
4.19,18,2019-01-26 09:32:45+01:00
4.19,180,2021-03-11 14:05:02+01:00
4.19,181,2021-03-17 16:43:52+01:00
4.19,182,2021-03-20 10:38:35+01:00
4.19,183,2021-03-24 11:07:39+01:00
4.19,184,2021-03-30 14:37:03+02:00
4.19,185,2021-04-07 12:48:52+02:00
4.19,186,2021-04-10 13:21:19+02:00
4.19,187,2021-04-14 08:22:37+02:00
4.19,188,2021-04-16 11:49:31+02:00
4.19,189,2021-04-28 13:16:53+02:00
4.19,19,2019-01-31 08:14:42+01:00
4.19,190,2021-05-07 10:49:26+02:00
4.19,191,2021-05-22 10:59:50+02:00
4.19,192,2021-05-26 11:48:36+02:00
4.19,193,2021-06-03 08:38:13+02:00
4.19,194,2021-06-10 13:24:09+02:00
4.19,195,2021-06-16 11:55:02+02:00
4.19,196,2021-06-30 09:18:40-04:00
4.19,197,2021-07-11 12:49:32+02:00
4.19,198,2021-07-20 16:16:16+02:00
4.19,199,2021-07-28 11:13:52+02:00
4.19,2,2018-11-13 11:09:00-08:00
4.19,20,2019-02-06 17:30:16+01:00
4.19,200,2021-07-31 08:22:38+02:00
4.19,201,2021-08-04 12:23:47+02:00
4.19,202,2021-08-08 08:54:30+02:00
4.19,203,2021-08-12 13:19:45+02:00
4.19,204,2021-08-15 13:05:05+02:00
4.19,205,2021-08-26 08:56:20-04:00
4.19,206,2021-09-03 09:58:03+02:00
4.19,207,2021-09-22 11:48:14+02:00
4.19,208,2021-09-26 13:39:49+02:00
4.19,209,2021-10-06 15:31:28+02:00
4.19,21,2019-02-12 19:47:27+01:00
4.19,210,2021-10-09 14:11:04+02:00
4.19,211,2021-10-13 10:10:52+02:00
4.19,212,2021-10-17 10:19:49+02:00
4.19,213,2021-10-20 11:23:05+02:00
4.19,214,2021-10-27 09:53:15+02:00
4.19,215,2021-11-02 18:26:46+01:00
4.19,216,2021-11-06 13:58:45+01:00
4.19,217,2021-11-12 14:40:52+01:00
4.19,218,2021-11-26 11:36:25+01:00
4.19,219,2021-12-01 09:27:44+01:00
4.19,22,2019-02-15 08:10:13+01:00
4.19,220,2021-12-08 08:50:15+01:00
4.19,221,2021-12-14 10:18:10+01:00
4.19,222,2021-12-22 09:19:05+01:00
4.19,223,2021-12-29 12:20:49+01:00
4.19,224,2022-01-05 12:35:00+01:00
4.19,225,2022-01-11 13:58:50+01:00
4.19,226,2022-01-27 09:04:34+01:00
4.19,227,2022-01-29 10:19:19+01:00
4.19,228,2022-02-08 18:23:19+01:00
4.19,229,2022-02-11 08:44:59+01:00
4.19,23,2019-02-15 09:09:54+01:00
4.19,230,2022-02-16 12:51:47+01:00
4.19,231,2022-02-23 11:58:42+01:00
4.19,232,2022-03-02 11:38:19+01:00
4.19,233,2022-03-08 19:04:10+01:00
4.19,234,2022-03-11 10:15:13+01:00
4.19,235,2022-03-16 13:20:28+01:00
4.19,236,2022-03-23 09:10:45+01:00
4.19,237,2022-03-28 08:41:44+02:00
4.19,238,2022-04-15 14:15:08+02:00
4.19,239,2022-04-20 09:12:51+02:00
4.19,24,2019-02-20 10:25:50+01:00
4.19,240,2022-04-27 13:39:46+02:00
4.19,241,2022-05-01 17:00:38+02:00
4.19,242,2022-05-12 12:20:26+02:00
4.19,243,2022-05-15 19:41:59+02:00
4.19,244,2022-05-18 09:42:50+02:00
4.19,245,2022-05-25 09:10:41+02:00
4.19,246,2022-06-06 08:24:22+02:00
4.19,247,2022-06-14 16:59:40+02:00
4.19,248,2022-06-16 13:18:53+02:00
4.19,249,2022-06-25 11:49:18+02:00
4.19,25,2019-02-23 09:07:27+01:00
4.19,250,2022-07-02 16:27:40+02:00
4.19,251,2022-07-07 17:35:12+02:00
4.19,252,2022-07-12 16:29:04+02:00
4.19,253,2022-07-21 21:09:34+02:00
4.19,254,2022-07-29 17:10:38+02:00
4.19,255,2022-08-11 12:48:42+02:00
4.19,256,2022-08-25 11:15:49+02:00
4.19,257,2022-09-05 10:26:35+02:00
4.19,258,2022-09-15 12:17:06+02:00
4.19,259,2022-09-20 12:26:49+02:00
4.19,26,2019-02-27 10:09:03+01:00
4.19,260,2022-09-28 11:02:58+02:00
4.19,261,2022-10-05 10:36:46+02:00
4.19,262,2022-10-26 13:19:43+02:00
4.19,263,2022-11-01 19:05:41+01:00
4.19,264,2022-11-03 23:52:34+09:00
4.19,265,2022-11-10 17:46:56+01:00
4.19,266,2022-11-23 07:53:47+01:00
4.19,267,2022-11-25 17:40:30+01:00
4.19,268,2022-12-08 11:18:35+01:00
4.19,269,2022-12-14 11:28:31+01:00
4.19,27,2019-03-05 17:58:54+01:00
4.19,270,2023-01-18 11:30:57+01:00
4.19,271,2023-01-24 07:11:51+01:00
4.19,272,2023-02-06 07:49:46+01:00
4.19,273,2023-02-22 12:47:22+01:00
4.19,274,2023-02-25 11:51:51+01:00
4.19,275,2023-03-03 11:40:08+01:00
4.19,276,2023-03-11 16:32:03+01:00
4.19,277,2023-03-13 10:17:16+01:00
4.19,278,2023-03-17 08:31:44+01:00
4.19,279,2023-03-22 13:27:13+01:00
4.19,28,2019-03-10 07:17:22+01:00
4.19,280,2023-04-05 11:15:43+02:00
4.19,281,2023-04-20 12:04:41+02:00
4.19,282,2023-04-26 11:21:53+02:00
4.19,283,2023-05-17 11:13:28+02:00
4.19,284,2023-05-30 12:42:15+01:00
4.19,285,2023-06-09 10:24:04+02:00
4.19,286,2023-06-14 10:57:15+02:00
4.19,287,2023-06-21 15:39:59+02:00
4.19,288,2023-06-28 10:15:32+02:00
4.19,289,2023-07-24 19:11:51+02:00
4.19,29,2019-03-13 14:02:41-07:00
4.19,290,2023-08-08 19:49:19+02:00
4.19,291,2023-08-11 11:45:41+02:00
4.19,292,2023-08-16 18:13:01+02:00
4.19,293,2023-08-30 16:31:57+02:00
4.19,294,2023-09-02 09:20:23+02:00
4.19,295,2023-09-23 10:48:18+02:00
4.19,296,2023-10-10 21:45:02+02:00
4.19,297,2023-10-25 11:17:03+02:00
4.19,298,2023-11-08 11:22:22+01:00
4.19,299,2023-11-20 10:29:22+01:00
4.19,3,2018-11-21 09:19:29+01:00
4.19,30,2019-03-19 13:12:42+01:00
4.19,300,2023-11-28 16:46:37+00:00
4.19,301,2023-12-08 08:43:26+01:00
4.19,302,2023-12-13 17:42:21+01:00
4.19,303,2023-12-20 15:38:04+01:00
4.19,304,2024-01-08 11:27:37+01:00
4.19,305,2024-01-15 18:23:44+01:00
4.19,306,2024-01-25 14:33:39-08:00
4.19,307,2024-02-23 08:12:59+01:00
4.19,308,2024-03-01 13:06:11+01:00
4.19,309,2024-03-06 14:35:23+00:00
4.19,31,2019-03-23 20:10:14+01:00
4.19,310,2024-03-13 07:44:15-04:00
4.19,311,2024-03-24 14:39:39-04:00
4.19,312,2024-04-13 12:50:17+02:00
4.19,313,2024-05-02 16:17:14+02:00
4.19,314,2024-05-17 11:42:43+02:00
4.19,315,2024-05-25 16:16:20+02:00
4.19,316,2024-06-16 13:23:46+02:00
4.19,317,2024-07-05 09:00:36+02:00
4.19,318,2024-07-18 11:39:39+02:00
4.19,319,2024-07-27 10:33:44+02:00
4.19,32,2019-03-27 14:14:43+09:00
4.19,320,2024-08-19 05:32:18+02:00
4.19,33,2019-04-03 06:26:31+02:00
4.19,34,2019-04-05 22:33:17+02:00
4.19,35,2019-04-17 08:38:55+02:00
4.19,36,2019-04-20 09:16:05+02:00
4.19,37,2019-04-27 09:36:41+02:00
4.19,38,2019-05-02 09:59:01+02:00
4.19,39,2019-05-04 09:20:22+02:00
4.19,4,2018-11-23 08:17:07+01:00
4.19,40,2019-05-05 14:42:41+02:00
4.19,41,2019-05-08 07:21:55+02:00
4.19,42,2019-05-10 17:54:12+02:00
4.19,43,2019-05-14 19:18:00+02:00
4.19,44,2019-05-16 19:41:32+02:00
4.19,45,2019-05-22 07:37:46+02:00
4.19,46,2019-05-25 18:23:48+02:00
4.19,47,2019-05-31 06:46:35-07:00
4.19,48,2019-06-04 08:02:35+02:00
4.19,49,2019-06-09 09:17:25+02:00
4.19,5,2018-11-27 16:13:11+01:00
4.19,50,2019-06-11 12:20:57+02:00
4.19,51,2019-06-15 11:54:11+02:00
4.19,52,2019-06-17 19:51:57+02:00
4.19,53,2019-06-19 08:18:07+02:00
4.19,54,2019-06-22 08:15:22+02:00
4.19,55,2019-06-22 11:23:18+02:00
4.19,56,2019-06-25 11:36:02+08:00
4.19,57,2019-07-03 13:14:50+02:00
4.19,58,2019-07-10 09:53:48+02:00
4.19,59,2019-07-14 08:11:23+02:00
4.19,6,2018-12-01 09:37:35+01:00
4.19,60,2019-07-21 09:03:18+02:00
4.19,61,2019-07-26 09:14:31+02:00
4.19,62,2019-07-28 08:29:30+02:00
4.19,63,2019-07-31 07:27:12+02:00
4.19,64,2019-08-04 09:30:58+02:00
4.19,65,2019-08-06 19:06:58+02:00
4.19,66,2019-08-09 17:52:35+02:00
4.19,67,2019-08-16 10:12:54+02:00
4.19,68,2019-08-25 10:48:06+02:00
4.19,69,2019-08-29 08:29:00+02:00
4.19,7,2018-12-05 19:32:14+01:00
4.19,70,2019-09-06 10:22:24+02:00
4.19,71,2019-09-06 12:40:02+02:00
4.19,72,2019-09-10 10:33:54+01:00
4.19,73,2019-09-16 08:22:25+02:00
4.19,74,2019-09-19 09:09:41+02:00
4.19,75,2019-09-21 07:17:15+02:00
4.19,76,2019-10-01 08:26:13+02:00
4.19,77,2019-10-05 13:10:13+02:00
4.19,78,2019-10-07 18:57:29+02:00
4.19,79,2019-10-11 18:21:44+02:00
4.19,8,2018-12-08 12:59:10+01:00
4.19,80,2019-10-17 13:45:44-07:00
4.19,81,2019-10-29 09:20:09+01:00
4.19,82,2019-11-06 13:06:31+01:00
4.19,83,2019-11-10 11:27:57+01:00
4.19,84,2019-11-12 19:21:46+01:00
4.19,85,2019-11-20 18:47:54+01:00
4.19,86,2019-11-24 08:21:09+01:00
4.19,87,2019-12-01 09:17:47+01:00
4.19,88,2019-12-05 09:21:36+01:00
4.19,89,2019-12-13 08:52:59+01:00
4.19,9,2018-12-13 09:16:23+01:00
4.19,90,2019-12-17 20:36:04+01:00
4.19,91,2019-12-21 10:57:45+01:00
4.19,92,2019-12-31 16:36:37+01:00
4.19,93,2020-01-04 19:13:46+01:00
4.19,94,2020-01-09 10:19:10+01:00
4.19,95,2020-01-12 12:17:30+01:00
4.19,96,2020-01-14 20:07:09+01:00
4.19,97,2020-01-17 19:47:17+01:00
4.19,98,2020-01-23 08:21:39+01:00
4.19,99,2020-01-27 14:51:23+01:00
4.14,1,2017-11-21 09:49:25+01:00
4.14,10,2017-12-29 17:53:50+01:00
4.14,100,2019-02-15 08:09:14+01:00
4.14,101,2019-02-15 09:08:56+01:00
4.14,102,2019-02-20 10:20:56+01:00
4.14,103,2019-02-23 09:06:44+01:00
4.14,104,2019-02-27 10:08:09+01:00
4.14,105,2019-03-05 17:58:03+01:00
4.14,106,2019-03-13 14:03:24-07:00
4.14,107,2019-03-19 13:13:25+01:00
4.14,108,2019-03-23 14:35:32+01:00
4.14,109,2019-03-27 14:13:56+09:00
4.14,11,2018-01-02 20:31:17+01:00
4.14,110,2019-04-03 06:25:21+02:00
4.14,111,2019-04-05 22:31:40+02:00
4.14,112,2019-04-17 08:37:55+02:00
4.14,113,2019-04-20 09:15:10+02:00
4.14,114,2019-04-27 09:35:42+02:00
4.14,115,2019-05-02 09:40:34+02:00
4.14,116,2019-05-04 09:15:23+02:00
4.14,117,2019-05-08 07:20:54+02:00
4.14,118,2019-05-10 17:53:15+02:00
4.14,119,2019-05-14 19:18:47+02:00
4.14,12,2018-01-05 15:48:59+01:00
4.14,120,2019-05-16 19:42:36+02:00
4.14,121,2019-05-21 18:50:21+02:00
4.14,122,2019-05-25 18:25:38+02:00
4.14,123,2019-05-31 06:47:36-07:00
4.14,124,2019-06-09 09:18:21+02:00
4.14,125,2019-06-11 12:21:51+02:00
4.14,126,2019-06-15 11:55:00+02:00
4.14,127,2019-06-17 19:52:45+02:00
4.14,128,2019-06-19 08:21:00+02:00
4.14,129,2019-06-22 08:16:19+02:00
4.14,13,2018-01-10 09:31:23+01:00
4.14,130,2019-06-25 11:36:55+08:00
4.14,131,2019-06-27 08:15:09+08:00
4.14,132,2019-07-03 13:16:04+02:00
4.14,133,2019-07-10 09:54:43+02:00
4.14,134,2019-07-21 09:04:43+02:00
4.14,135,2019-07-31 07:28:59+02:00
4.14,136,2019-08-04 09:32:04+02:00
4.14,137,2019-08-06 19:05:30+02:00
4.14,138,2019-08-09 17:53:37+02:00
4.14,139,2019-08-16 10:13:59+02:00
4.14,14,2018-01-17 09:45:30+01:00
4.14,140,2019-08-25 10:50:29+02:00
4.14,141,2019-08-29 08:26:46+02:00
4.14,142,2019-09-06 10:21:01+02:00
4.14,143,2019-09-10 10:32:22+01:00
4.14,144,2019-09-16 08:20:46+02:00
4.14,145,2019-09-19 09:08:09+02:00
4.14,146,2019-09-21 07:15:48+02:00
4.14,147,2019-10-05 12:48:14+02:00
4.14,148,2019-10-07 18:55:23+02:00
4.14,149,2019-10-11 18:18:50+02:00
4.14,15,2018-01-23 19:58:21+01:00
4.14,150,2019-10-17 13:44:04-07:00
4.14,151,2019-10-29 09:17:49+01:00
