hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
26ffcbbef7,Abhishek,4,Enhances memory tracking.  BPC,0,4,3,0,0,0,,,,,,,7351.575579881668,False,True,,False,True,True
719ca37972,Abhishek,4,Fixes  a configuration error by removing incorrect interrupt flags cells from the MDSS nodes.,4,3,4,0,0,0,4.0,0.0,,,,,90.57356595993042,False,True,,False,False,True
176c0b55d9,Abhishek,4, Enhances the driver’s functionality and performance.,0,4,4,0,0,0,,,,,,,905.239155292511,False,True,,False,True,True
2703c16c75,Abhishek,4,This commit helps prevent potential conflicts and errors in port management across multiple endpoints.,0,4,4,0,0,0,,,,,,,499.7973599433899,False,True,,False,True,True
6ddf5f165f,Abhishek,4,Introduces new feature,0,4,4,4,0,0,,,,,,,428.8291509151459,False,True,,False,True,True
3197706abd,Abhishek,4,Rename function name.,0,0,4,0,0,0,,,,,,,53.818400144577026,False,True,,False,True,True
77c11720a4,Abhishek,4,Code cleaning. ,0,0,4,0,0,0,,,,,,,59.41486072540283,False,True,,False,False,False
f792a3629f,Abhishek,4,Fixes a memory leak,4,0,0,0,0,0,4.0,4.0,0.0,4.0,0.0,Addresses a memory leak.,93.05475497245789,False,True,,False,True,True
208cc9fe6f,Abhishek,4,Fixes incorrect address type  used for boundary checks.,4,0,0,0,0,0,4.0,4.0,0.0,4.0,0.0,The bug directly involves memory addressing for DMA operations.,349.2773988246918,False,True,,False,True,True
7dae459f5e,Abhishek,4,Fixes a NULL pointer dereference bug.,4,0,0,0,0,0,4.0,4.0,0.0,0.0,4.0,Incorrect handling of information,14.226781845092773,False,True,,False,False,
3bea83b68d,Abhishek,4,Code refactoring,0,0,4,0,0,0,,,,,,,46.11905288696289,False,True,,False,True,True
0c9f178778,Abhishek,4,"Code refactoring, code cleanup",0,0,4,0,0,0,,,,,,,32.91629219055176,False,False,,False,False,False
d49fc69293,Abhishek,4,Fixes issue related unsupported compiler flag.,3,4,0,0,0,0,0.0,0.0,,,,,187.8526999950409,False,True,,False,False,False
a156f09c90,Abhishek,4,Sorts the amode31 exception table.,4,0,0,0,0,0,4.0,4.0,4.0,0.0,0.0,This bug directly relates to the timing of when the exception table is sorted.,138.9263939857483,False,True,,False,False,False
5d543f13e2,Abhishek,4,Resolves bug related to the counting of mapped file pages.,4,0,0,0,0,0,4.0,2.0,2.0,2.0,0.0,I dont know,104.16370105743408,False,True,,False,True,True
602a4eda68,Abhishek,4,Documentation update,0,0,4,0,0,0,,,,,,,30.894256830215454,False,True,,False,False,False
eab25b4f93,Abhishek,4,Introduces new functionality.,0,0,4,4,4,0,,,,,,,71.99597811698914,False,True,,False,True,True
f059b46e6f,Abhishek,4,It is not a BFC rather it  introduces a new driver for the uPI uG3105 battery monitor.,0,4,4,4,0,0,,,,,,,114.20696997642517,False,True,,False,True,True
de85193cff,Abhishek,4,It fixes a specific issue where the driver could attempt to cancel a non-initialized delayed work item.,4,0,0,0,0,0,4.0,2.0,2.0,0.0,0.0,Can be timing and execution but not sure.,104.90634489059448,False,True,,False,False,True
d016fc7ab5,Abhishek,4,code refactoring,0,0,4,0,0,0,,,,,,,38.71508979797363,False,True,,False,False,True
10377bb293,Abhishek,4,Improves the code.,0,4,4,0,0,0,,,,,,,108.57767105102539,False,True,,False,False,True
